LOCO ,TYPE OF LOCO,ZONE,BASE SHED,DIVISION,DATE OF COMMENCEMENT
32243,WAG9H,WCR,TKDE,DLI,23-Nov-18
32251,WAG9H,WCR,TKDE,DLI,15-Dec-18
32253,WAG9H,WCR,TKDE,DLI,04-Jan-19
32259,WAG9H,WCR,TKDE,DLI,01-Dec-18
32264,WAG9H,WCR,TKDE,DLI,25-Dec-18
32285,WAG9H,WCR,TKDE,DLI,05-Feb-19
32294,WAG9H,WCR,TKDE,DLI,09-Feb-19
32295,WAG9H,WCR,TKDE,DLI,09-Feb-19
32303,WAG9H,WCR,TKDE,DLI,16-Mar-19
32321,WAG9H,WCR,TKDE,DLI,23-Feb-19
32331,WAG9H,WCR,TKDE,DLI,28-Feb-19
32332,WAG9H,WCR,TKDE,DLI,05-Apr-19
32333,WAG9H,WCR,TKDE,DLI,15-Apr-19
32335,WAG9H,WCR,TKDE,DLI,16-Apr-19
32347,WAG9H,WCR,TKDE,DLI,05-Apr-19
32654,WAG9H,WCR,TKDE,DLI,29-Feb-20
32656,WAG9H,WCR,TKDE,DLI,15-Feb-20
32705,WAG9H,WCR,TKDE,DLI,17-Feb-20
32706,WAG9H,WCR,TKDE,DLI,05-Mar-20
32751,WAG9H,WCR,TKDE,DLI,05-Jan-21
32769,WAG9H,WCR,TKDE,DLI,26-Feb-20
32773,WAG9H,WCR,TKDE,DLI,12-Mar-20
32774,WAG9H,WCR,TKDE,DLI,18-Mar-20
32775,WAG9H,WCR,TKDE,DLI,05-Mar-20
32827,WAG9H,WCR,TKDE,DLI,19-Jan-21
33017,WAG9H,WCR,TKDE,DLI,25-Dec-20
33021,WAG9H,WCR,TKDE,DLI,01-Feb-21
33284,WAG9H,WCR,TKDE,DLI,30-Nov-21
33288,WAG9H,WCR,TKDE,DLI,31-Dec-21
33515,WAG9H,WCR,TKDE,DLI,15-Apr-22
33516,WAG9H,WCR,TKDE,DLI,01-Aug-22
33522,WAG9H,WCR,TKDE,DLI,01-Aug-22
33524,WAG9H,WCR,TKDE,DLI,01-Aug-22
33560,WAG9H,WCR,TKDE,DLI,25-Apr-22
33644,WAG9H,WCR,TKDE,DLI,19-Oct-22
33655,WAG9H,WCR,TKDE,DLI,01-Sep-22
33657,WAG9H,WCR,TKDE,DLI,13-Aug-22
33666,WAG9H,WCR,TKDE,DLI,31-Aug-22
33674,WAG9H,WCR,TKDE,DLI,13-Sep-22
33696,WAG9H,WCR,TKDE,DLI,31-Aug-22
33714,WAG9H,WCR,TKDE,DLI,11-Oct-22
33721,WAG9H,WCR,TKDE,DLI,11-Oct-22
33726,WAG9H,WCR,TKDE,DLI,19-Oct-22
33762,WAG9H,WCR,TKDE,DLI,01-Oct-22
33777,WAG9H,WCR,TKDE,DLI,15-Oct-22
37324,WAP7,WCR,TKDE,DLI,19-Feb-20
37464,WAP7,WCR,TKDE,DLI,05-Dec-20
37513,WAP7,WCR,TKDE,DLI,20-Jan-21
39023,WAP7,WCR,TKDE,DLI,28-Mar-19
39024,WAP7,WCR,TKDE,DLI,21-Feb-19
39025,WAP7,WCR,TKDE,DLI,12-Feb-19
39026,WAP7,WCR,TKDE,DLI,28-Mar-19
39031,WAP7,WCR,TKDE,DLI,03-Apr-19
39034,WAP7,WCR,TKDE,DLI,09-Apr-19
39035,WAP7,WCR,TKDE,DLI,15-Apr-19
39038,WAP7,WCR,TKDE,DLI,07-Jun-19
39071,WAP7,WCR,TKDE,DLI,23-Sep-19
39073,WAP7,WCR,TKDE,DLI,23-Sep-19
39075,WAP7,WCR,TKDE,DLI,03-Oct-19
39141,WAP7,WCR,TKDE,DLI,31-Aug-20
39142,WAP7,WCR,TKDE,DLI,10-Sep-20
39183,WAP7,WCR,TKDE,DLI,11-Mar-21
39251,WAP7,WCR,TKDE,DLI,31-Jul-23
39252,WAP7,WCR,TKDE,DLI,31-Aug-23
39253,WAP7,WCR,TKDE,DLI,31-Aug-23
41654,WAG9H,WCR,TKDE,DLI,31-Aug-22
41655,WAG9H,WCR,TKDE,DLI,31-Aug-22
41662,WAG9H,WCR,TKDE,DLI,21-Sep-22
43017,WAG9H,WCR,TKDE,DLI,13-Sep-22
43018,WAG9H,WCR,TKDE,DLI,13-Sep-22
51051,EF9K,WCR,TKDE,DLI,20-Jun-24
51052,EF9K,WCR,TKDE,DLI,30-Jun-24
90001,EF9K,WCR,TKDE,DLI,30-Apr-21
90002,EF9K,WCR,TKDE,DLI,25-Jan-21
90003,EF9K,WCR,TKDE,DLI,15-Feb-21
90004,EF9K,WCR,TKDE,DLI,31-Jan-22
90005,EF9K,WCR,TKDE,DLI,31-Jan-22
90006,EF9K,WCR,TKDE,DLI,28-Feb-22
90007,EF9K,WCR,TKDE,DLI,31-Mar-22
90008,EF9K,WCR,TKDE,DLI,18-Mar-22
90009,EF9K,WCR,TKDE,DLI,29-Jul-23
90010,EF9K,WCR,TKDE,DLI,31-May-23
90011,EF9K,WCR,TKDE,DLI,31-May-23
90012,EF9K,WCR,TKDE,DLI,31-May-23
90013,EF9K,WCR,TKDE,DLI,07-Jul-23
90014,EF9K,WCR,TKDE,DLI,07-Jul-23
90015,EF9K,WCR,TKDE,DLI,31-Oct-23
90016,EF9K,WCR,TKDE,DLI,29-Jul-23
90017,EF9K,WCR,TKDE,DLI,04-Oct-23
90018,EF9K,WCR,TKDE,DLI,29-Feb-24
90019,EF9K,WCR,TKDE,DLI,24-Nov-23
90020,EF9K,WCR,TKDE,DLI,31-Mar-24
90021,EF9K,WCR,TKDE,DLI,12-Mar-24
90022,EF9K,WCR,TKDE,DLI,28-Jan-24
90023,EF9K,WCR,TKDE,DLI,18-Apr-23
90024,EF9K,WCR,TKDE,DLI,26-Apr-23
90025,EF9K,WCR,TKDE,DLI,08-May-23
90026,EF9K,WCR,TKDE,DLI,31-May-23
90027,EF9K,WCR,TKDE,DLI,30-Jun-23
90028,EF9K,WCR,TKDE,DLI,08-Sep-23
90029,EF9K,WCR,TKDE,DLI,20-Sep-23
90030,EF9K,WCR,TKDE,DLI,20-Sep-23
90031,EF9K,WCR,TKDE,DLI,31-Oct-23
90032,EF9K,WCR,TKDE,DLI,18-Dec-23
90033,EF9K,WCR,TKDE,DLI,31-Oct-23
90034,EF9K,WCR,TKDE,DLI,02-Dec-23
90035,EF9K,WCR,TKDE,DLI,30-Apr-23
90036,EF9K,WCR,TKDE,DLI,30-Jun-23
90037,EF9K,WCR,TKDE,DLI,30-Jun-23
90038,EF9K,WCR,TKDE,DLI,30-Jun-23
90039,EF9K,WCR,TKDE,DLI,07-Aug-23
90040,EF9K,WCR,TKDE,DLI,31-Aug-23
90041,EF9K,WCR,TKDE,DLI,08-Sep-23
90042,EF9K,WCR,TKDE,DLI,08-Sep-23
90043,EF9K,WCR,TKDE,DLI,08-Sep-23
90044,EF9K,WCR,TKDE,DLI,31-Oct-23
90045,EF9K,WCR,TKDE,DLI,31-Oct-23
90046,EF9K,WCR,TKDE,DLI,31-Oct-23
90047,EF9K,WCR,TKDE,DLI,31-Oct-23
90048,EF9K,WCR,TKDE,DLI,18-Nov-23
90049,EF9K,WCR,TKDE,DLI,25-Jan-24
90050,EF9K,WCR,TKDE,DLI,30-Nov-23
22066,WAP4,WR,BLEE,BCT,20-Mar-95
22075,WAP4,WR,BLEE,BCT,26-Aug-96
22236,WAP4,WR,BLEE,BCT,25-Apr-98
22324,WAP4,WR,BLEE,BCT,02-Jul-00
22356,WAP4,WR,BLEE,BCT,10-Jan-00
22382,WAP4,WR,BLEE,BCT,01-Apr-01
22395,WAP4,WR,BLEE,BCT,01-May-01
22538,WAP4,WR,BLEE,BCT,01-Sep-02
22540,WAP4,WR,BLEE,BCT,01-Sep-02
22542,WAP4,WR,BLEE,BCT,10-Jan-02
22560,WAP4,WR,BLEE,BCT,01-Jul-03
22562,WAP4,WR,BLEE,BCT,01-Sep-03
22563,WAP4,WR,BLEE,BCT,10-Jan-03
22675,WAP4,WR,BLEE,BCT,11-Jan-06
22679,WAP4,WR,BLEE,BCT,01-Jan-07
22704,WAP4,WR,BLEE,BCT,01-Jul-07
22769,WAP4,WR,BLEE,BCT,17-Nov-08
22811,WAP4,WR,BLEE,BCT,22-Oct-09
22813,WAP4,WR,BLEE,BCT,10-Jan-09
22921,WAP4,WR,BLEE,BCT,19-Apr-12
22942,WAP4,WR,BLEE,BCT,22-Nov-12
30634,WAP7,WR,BLEE,BCT,09-Feb-18
30635,WAP7,WR,BLEE,BCT,02-Feb-18
30757,WAP7,WR,BLEE,BCT,13-Oct-19
30758,WAP7,WR,BLEE,BCT,10-Oct-19
30759,WAP7,WR,BLEE,BCT,18-Oct-19
30761,WAP7,WR,BLEE,BCT,21-Oct-19
30763,WAP7,WR,BLEE,BCT,21-Oct-19
30770,WAP7,WR,BLEE,BCT,22-Oct-20
30792,WAP7,WR,BLEE,BCT,27-Jul-20
30814,WAP7,WR,BLEE,BCT,28-Nov-20
30821,WAP7,WR,BLEE,BCT,26-Feb-21
30822,WAP7,WR,BLEE,BCT,19-Feb-21
31382,WAG9H,WR,BLEE,BCT,04-Mar-13
31431,WAG9H,WR,BLEE,BCT,31-Oct-13
31488,WAG9H,WR,BLEE,BCT,18-Apr-14
31509,WAG9H,WR,BLEE,BCT,01-Dec-14
31834,WAG9H,WR,BLEE,BCT,22-Jan-17
31853,WAG9H,WR,BLEE,BCT,31-Jan-17
32005,WAG9H,WR,BLEE,BCT,31-Mar-18
32032,WAG9H,WR,BLEE,BCT,08-Apr-18
32247,WAG9H,WR,BLEE,BCT,31-Jan-19
32339,WAG9H,WR,BLEE,BCT,31-Jul-19
32367,WAG9H,WR,BLEE,BCT,30-Apr-19
32374,WAG9H,WR,BLEE,BCT,26-Aug-19
32431,WAG9H,WR,BLEE,BCT,30-Aug-19
32557,WAG9H,WR,BLEE,BCT,30-Sep-19
32562,WAG9H,WR,BLEE,BCT,31-Oct-19
32928,WAG9H,WR,BLEE,BCT,31-Dec-20
33277,WAG9H,WR,BLEE,BCT,10-Nov-21
33279,WAG9H,WR,BLEE,BCT,01-Nov-21
33290,WAG9H,WR,BLEE,BCT,01-Dec-21
33311,WAG9H,WR,BLEE,BCT,01-Jan-22
33331,WAG9H,WR,BLEE,BCT,31-Dec-21
33335,WAG9H,WR,BLEE,BCT,05-Jan-22
33336,WAG9H,WR,BLEE,BCT,30-Nov-21
33378,WAG9H,WR,BLEE,BCT,15-Mar-22
33379,WAG9H,WR,BLEE,BCT,23-Mar-22
33380,WAG9H,WR,BLEE,BCT,15-Mar-22
33411,WAG9H,WR,BLEE,BCT,31-Jan-22
33412,WAG9H,WR,BLEE,BCT,01-Mar-22
33413,WAG9H,WR,BLEE,BCT,28-Feb-22
33476,WAG9H,WR,BLEE,BCT,14-Feb-22
33566,WAG9H,WR,BLEE,BCT,03-Jun-22
33569,WAG9H,WR,BLEE,BCT,03-Jun-22
33583,WAG9H,WR,BLEE,BCT,30-Jun-22
33586,WAG9H,WR,BLEE,BCT,01-Jun-22
33614,WAG9H,WR,BLEE,BCT,31-Aug-22
33636,WAG9H,WR,BLEE,BCT,01-Aug-22
33637,WAG9H,WR,BLEE,BCT,02-Aug-22
33639,WAG9H,WR,BLEE,BCT,02-Aug-22
33648,WAG9H,WR,BLEE,BCT,01-Nov-22
33671,WAG9H,WR,BLEE,BCT,01-Aug-22
33692,WAG9H,WR,BLEE,BCT,06-Dec-22
33699,WAG9H,WR,BLEE,BCT,16-Sep-22
33705,WAG9H,WR,BLEE,BCT,01-Nov-22
33706,WAG9H,WR,BLEE,BCT,14-Oct-22
33710,WAG9H,WR,BLEE,BCT,14-Oct-22
33715,WAG9H,WR,BLEE,BCT,09-Oct-22
33718,WAG9H,WR,BLEE,BCT,31-May-23
33722,WAG9H,WR,BLEE,BCT,17-Apr-23
33725,WAG9H,WR,BLEE,BCT,17-Dec-22
33729,WAG9H,WR,BLEE,BCT,21-Oct-22
33738,WAG9H,WR,BLEE,BCT,19-Nov-22
33748,WAG9H,WR,BLEE,BCT,02-Feb-23
33759,WAG9H,WR,BLEE,BCT,09-Oct-22
33761,WAG9H,WR,BLEE,BCT,11-Nov-22
33772,WAG9H,WR,BLEE,BCT,21-Oct-22
33773,WAG9H,WR,BLEE,BCT,01-Nov-22
33774,WAG9H,WR,BLEE,BCT,18-Nov-22
33785,WAG9H,WR,BLEE,BCT,04-Nov-22
33786,WAG9H,WR,BLEE,BCT,04-Jan-23
33789,WAG9H,WR,BLEE,BCT,17-Dec-22
33790,WAG9H,WR,BLEE,BCT,22-Nov-22
33792,WAG9H,WR,BLEE,BCT,17-Dec-22
34001,WAG9H,WR,BLEE,BCT,30-Oct-18
34002,WAG9H,WR,BLEE,BCT,02-Jan-19
37086,WAP7,WR,BLEE,BCT,10-Apr-19
37087,WAP7,WR,BLEE,BCT,23-Apr-19
37163,WAP7,WR,BLEE,BCT,15-Jul-19
37164,WAP7,WR,BLEE,BCT,26-Aug-19
37216,WAP7,WR,BLEE,BCT,31-Aug-19
37217,WAP7,WR,BLEE,BCT,30-Sep-19
37382,WAP7,WR,BLEE,BCT,18-Sep-20
37383,WAP7,WR,BLEE,BCT,27-Aug-20
37559,WAP7,WR,BLEE,BCT,07-Apr-21
37566,WAP7,WR,BLEE,BCT,30-Apr-21
37567,WAP7,WR,BLEE,BCT,30-Apr-21
37570,WAP7,WR,BLEE,BCT,12-May-21
37571,WAP7,WR,BLEE,BCT,05-May-21
37577,WAP7,WR,BLEE,BCT,22-Jun-21
37579,WAP7,WR,BLEE,BCT,31-May-21
37631,WAP7,WR,BLEE,BCT,29-Dec-23
37684,WAP7,WR,BLEE,BCT,14-Apr-24
39014,WAP7,WR,BLEE,BCT,28-Feb-19
39017,WAP7,WR,BLEE,BCT,09-Feb-19
39018,WAP7,WR,BLEE,BCT,07-Feb-19
39027,WAP7,WR,BLEE,BCT,11-Mar-19
39028,WAP7,WR,BLEE,BCT,16-Mar-19
39029,WAP7,WR,BLEE,BCT,26-Mar-19
39030,WAP7,WR,BLEE,BCT,26-Mar-19
39065,WAP7,WR,BLEE,BCT,16-Aug-19
39066,WAP7,WR,BLEE,BCT,05-Sep-19
39078,WAP7,WR,BLEE,BCT,01-Oct-19
39079,WAP7,WR,BLEE,BCT,22-Sep-19
39080,WAP7,WR,BLEE,BCT,13-Nov-19
39192,WAP7,WR,BLEE,BCT,05-Jun-21
39193,WAP7,WR,BLEE,BCT,05-Jun-21
39260,WAP7,WR,BLEE,BCT,16-Oct-23
41079,WAG9H,WR,BLEE,BCT,31-Dec-20
41430,WAG9H,WR,BLEE,BCT,18-May-22
41435,WAG9H,WR,BLEE,BCT,31-May-22
41436,WAG9H,WR,BLEE,BCT,10-May-22
41437,WAG9H,WR,BLEE,BCT,01-May-22
41438,WAG9H,WR,BLEE,BCT,01-Apr-22
41468,WAG9H,WR,BLEE,BCT,31-Jul-22
41527,WAG9H,WR,BLEE,BCT,12-Sep-21
41529,WAG9H,WR,BLEE,BCT,30-Sep-21
41556,WAG9H,WR,BLEE,BCT,30-Nov-21
41557,WAG9H,WR,BLEE,BCT,08-Dec-21
41562,WAG9H,WR,BLEE,BCT,31-Dec-21
41605,WAG9H,WR,BLEE,BCT,20-Apr-22
41610,WAG9H,WR,BLEE,BCT,16-May-22
41611,WAG9H,WR,BLEE,BCT,01-May-22
41642,WAG9H,WR,BLEE,BCT,01-Aug-22
41643,WAG9H,WR,BLEE,BCT,01-Aug-22
41644,WAG9H,WR,BLEE,BCT,31-Jul-22
41645,WAG9H,WR,BLEE,BCT,03-Sep-22
41647,WAG9H,WR,BLEE,BCT,18-Aug-22
41649,WAG9H,WR,BLEE,BCT,21-Oct-22
41650,WAG9H,WR,BLEE,BCT,22-Aug-22
41651,WAG9H,WR,BLEE,BCT,03-Sep-22
41680,WAG9H,WR,BLEE,BCT,17-Dec-22
41687,WAG9H,WR,BLEE,BCT,14-Dec-22
41688,WAG9H,WR,BLEE,BCT,06-Dec-22
41692,WAG9H,WR,BLEE,BCT,04-Jan-23
41695,WAG9H,WR,BLEE,BCT,19-Jan-23
41696,WAG9H,WR,BLEE,BCT,17-Dec-22
41699,WAG9H,WR,BLEE,BCT,11-Feb-23
41700,WAG9H,WR,BLEE,BCT,04-Jan-23
41702,WAG9H,WR,BLEE,BCT,02-Feb-23
41719,WAG9H,WR,BLEE,BCT,24-Mar-23
41743,WAG9H,WR,BLEE,BCT,07-Apr-23
41744,WAG9H,WR,BLEE,BCT,07-Apr-23
41745,WAG9H,WR,BLEE,BCT,31-May-23
41750,WAG9H,WR,BLEE,BCT,07-Apr-23
41751,WAG9H,WR,BLEE,BCT,17-Apr-23
41752,WAG9H,WR,BLEE,BCT,17-Apr-23
41758,WAG9H,WR,BLEE,BCT,13-Apr-23
41769,WAG9H,WR,BLEE,BCT,30-Jun-23
41770,WAG9H,WR,BLEE,BCT,15-Jun-23
41771,WAG9H,WR,BLEE,BCT,31-May-23
41773,WAG9H,WR,BLEE,BCT,15-Jun-23
41774,WAG9H,WR,BLEE,BCT,31-May-23
41777,WAG9H,WR,BLEE,BCT,08-Jun-23
41778,WAG9H,WR,BLEE,BCT,20-Jun-23
41787,WAG9H,WR,BLEE,BCT,20-Jun-23
41788,WAG9H,WR,BLEE,BCT,20-Jun-23
41838,WAG9H,WR,BLEE,BCT,28-Nov-23
41839,WAG9H,WR,BLEE,BCT,28-Nov-23
43453,WAG9H,WR,BLEE,BCT,06-Sep-23
43454,WAG9H,WR,BLEE,BCT,14-Sep-23
43464,WAG9H,WR,BLEE,BCT,30-Nov-23
43470,WAG9H,WR,BLEE,BCT,18-Nov-23
43489,WAG9H,WR,BLEE,BCT,02-Nov-23
43490,WAG9H,WR,BLEE,BCT,07-Dec-23
43491,WAG9H,WR,BLEE,BCT,08-Nov-23
43492,WAG9H,WR,BLEE,BCT,08-Dec-23
43497,WAG9H,WR,BLEE,BCT,07-Jan-24
43498,WAG9H,WR,BLEE,BCT,29-Nov-23
43501,WAG9H,WR,BLEE,BCT,25-Nov-23
43502,WAG9H,WR,BLEE,BCT,07-Jan-24
43541,WAG9H,WR,BLEE,BCT,07-Jan-24
43542,WAG9H,WR,BLEE,BCT,07-Jan-24
43551,WAG9H,WR,BLEE,BCT,24-Jan-24
43552,WAG9H,WR,BLEE,BCT,11-Feb-24
43553,WAG9H,WR,BLEE,BCT,09-Feb-24
43570,WAG9H,WR,BLEE,BCT,11-Feb-24
43710,WAG9H,WR,BLEE,BCT,11-Jul-24
43730,WAG9H,WR,BLEE,BCT,26-Jul-24
30041,WAP5,WR,BRCE,BRC,25-Jul-11
30042,WAP5,WR,BRCE,BRC,25-Sep-11
30044,WAP5,WR,BRCE,BRC,21-Jan-12
30045,WAP5,WR,BRCE,BRC,26-Jan-12
30046,WAP5,WR,BRCE,BRC,21-Jan-12
30047,WAP5,WR,BRCE,BRC,16-Feb-12
30048,WAP5,WR,BRCE,BRC,20-Mar-12
30049,WAP5,WR,BRCE,BRC,28-Mar-12
30050,WAP5,WR,BRCE,BRC,28-Mar-12
30051,WAP5,WR,BRCE,BRC,31-Jan-13
30052,WAP5,WR,BRCE,BRC,01-Mar-13
30053,WAP5,WR,BRCE,BRC,24-Apr-13
30054,WAP5,WR,BRCE,BRC,16-Nov-12
30055,WAP5,WR,BRCE,BRC,28-Dec-12
30056,WAP5,WR,BRCE,BRC,15-Jan-13
30057,WAP5,WR,BRCE,BRC,29-Dec-12
30058,WAP5,WR,BRCE,BRC,02-Feb-13
30059,WAP5,WR,BRCE,BRC,30-Apr-13
30060,WAP5,WR,BRCE,BRC,30-Apr-13
30061,WAP5,WR,BRCE,BRC,26-Mar-13
30062,WAP5,WR,BRCE,BRC,15-Apr-13
30063,WAP5,WR,BRCE,BRC,24-Apr-13
30064,WAP5,WR,BRCE,BRC,29-May-13
30065,WAP5,WR,BRCE,BRC,27-Jun-13
30066,WAP5,WR,BRCE,BRC,17-Jun-13
30067,WAP5,WR,BRCE,BRC,03-Aug-13
30068,WAP5,WR,BRCE,BRC,31-Aug-13
30069,WAP5,WR,BRCE,BRC,31-Oct-13
30070,WAP5,WR,BRCE,BRC,31-Oct-13
30073,WAP5,WR,BRCE,BRC,16-Jan-14
30074,WAP5,WR,BRCE,BRC,22-Feb-14
30075,WAP5,WR,BRCE,BRC,28-Feb-14
30076,WAP5,WR,BRCE,BRC,31-May-14
30077,WAP5,WR,BRCE,BRC,09-Jun-14
30078,WAP5,WR,BRCE,BRC,31-Jul-14
30079,WAP5,WR,BRCE,BRC,31-Aug-14
30080,WAP5,WR,BRCE,BRC,24-Oct-14
30081,WAP5,WR,BRCE,BRC,03-Jun-15
30083,WAP5,WR,BRCE,BRC,31-Jul-15
30087,WAP5,WR,BRCE,BRC,30-Nov-15
30088,WAP5,WR,BRCE,BRC,16-Dec-15
30089,WAP5,WR,BRCE,BRC,18-Jan-16
30090,WAP5,WR,BRCE,BRC,18-Jan-16
30114,WAP5,WR,BRCE,BRC,15-Apr-17
30153,WAP5,WR,BRCE,BRC,30-Nov-18
30154,WAP5,WR,BRCE,BRC,27-Dec-18
30155,WAP5,WR,BRCE,BRC,09-Feb-19
30158,WAP5,WR,BRCE,BRC,03-Dec-18
30159,WAP5,WR,BRCE,BRC,03-Dec-18
30160,WAP5,WR,BRCE,BRC,09-Mar-19
30161,WAP5,WR,BRCE,BRC,28-Jan-19
30162,WAP5,WR,BRCE,BRC,14-Apr-19
30166,WAP5,WR,BRCE,BRC,31-Aug-19
30167,WAP5,WR,BRCE,BRC,02-Mar-19
30168,WAP5,WR,BRCE,BRC,24-Apr-19
30172,WAP5,WR,BRCE,BRC,23-Jul-19
30173,WAP5,WR,BRCE,BRC,22-Jul-19
30174,WAP5,WR,BRCE,BRC,22-Jul-19
30175,WAP5,WR,BRCE,BRC,06-Aug-19
30176,WAP5,WR,BRCE,BRC,30-Sep-19
30177,WAP5,WR,BRCE,BRC,24-Sep-19
30184,WAP5,WR,BRCE,BRC,10-Dec-19
30185,WAP5,WR,BRCE,BRC,31-Dec-19
30186,WAP5,WR,BRCE,BRC,31-Dec-19
30193,WAP5,WR,BRCE,BRC,20-Jun-20
30194,WAP5,WR,BRCE,BRC,15-Jun-20
30470,WAP7,WR,BRCE,BRC,01-Jul-16
30471,WAP7,WR,BRCE,BRC,01-Jul-16
30472,WAP7,WR,BRCE,BRC,01-Jul-16
30473,WAP7,WR,BRCE,BRC,06-Jun-16
30474,WAP7,WR,BRCE,BRC,04-Jun-16
30476,WAP7,WR,BRCE,BRC,15-Jun-16
30480,WAP7,WR,BRCE,BRC,16-Jun-16
30484,WAP7,WR,BRCE,BRC,21-Sep-16
30486,WAP7,WR,BRCE,BRC,17-Sep-16
30502,WAP7,WR,BRCE,BRC,15-Jan-17
30507,WAP7,WR,BRCE,BRC,18-Jan-17
30527,WAP7,WR,BRCE,BRC,20-Mar-17
30531,WAP7,WR,BRCE,BRC,02-May-17
30532,WAP7,WR,BRCE,BRC,29-Mar-17
30533,WAP7,WR,BRCE,BRC,20-Mar-17
30569,WAP7,WR,BRCE,BRC,02-Nov-17
30574,WAP7,WR,BRCE,BRC,06-Dec-17
30581,WAP7,WR,BRCE,BRC,28-Feb-18
30588,WAP7,WR,BRCE,BRC,10-Feb-18
30606,WAP7,WR,BRCE,BRC,26-Dec-17
30607,WAP7,WR,BRCE,BRC,27-Jan-18
30637,WAP7,WR,BRCE,BRC,22-Feb-18
30642,WAP7,WR,BRCE,BRC,20-Feb-18
30645,WAP7,WR,BRCE,BRC,19-Mar-18
30719,WAP7,WR,BRCE,BRC,01-Nov-18
30767,WAP7,WR,BRCE,BRC,30-Nov-19
30791,WAP7,WR,BRCE,BRC,31-May-20
30803,WAP7,WR,BRCE,BRC,23-Nov-20
30823,WAP7,WR,BRCE,BRC,26-Feb-21
31384,WAG9H,WR,BRCE,BRC,30-Jan-13
31416,WAG9H,WR,BRCE,BRC,31-Aug-13
31453,WAG9H,WR,BRCE,BRC,05-Feb-14
31467,WAG9H,WR,BRCE,BRC,30-Apr-14
31533,WAG9H,WR,BRCE,BRC,01-Jan-15
31546,WAG9H,WR,BRCE,BRC,11-Feb-15
31551,WAG9H,WR,BRCE,BRC,17-Mar-15
31575,WAG9H,WR,BRCE,BRC,23-Mar-15
31859,WAG9H,WR,BRCE,BRC,03-Mar-17
32354,WAG9H,WR,BRCE,BRC,30-Apr-19
32363,WAG9H,WR,BRCE,BRC,30-Apr-19
32413,WAG9H,WR,BRCE,BRC,30-Apr-19
32418,WAG9H,WR,BRCE,BRC,31-May-19
32449,WAG9H,WR,BRCE,BRC,17-Jun-19
32450,WAG9H,WR,BRCE,BRC,30-Jun-19
32451,WAG9H,WR,BRCE,BRC,30-Jun-19
32515,WAG9H,WR,BRCE,BRC,30-Sep-19
32516,WAG9H,WR,BRCE,BRC,31-Oct-19
32563,WAG9H,WR,BRCE,BRC,30-Nov-19
32607,WAG9H,WR,BRCE,BRC,04-Jul-20
32655,WAG9H,WR,BRCE,BRC,29-Feb-20
32681,WAG9H,WR,BRCE,BRC,31-Mar-20
32798,WAG9H,WR,BRCE,BRC,31-Mar-20
32809,WAG9H,WR,BRCE,BRC,16-Jul-20
34015,WAG9H,WR,BRCE,BRC,09-Jul-19
37019,WAP7,WR,BRCE,BRC,01-Nov-18
37020,WAP7,WR,BRCE,BRC,12-Nov-18
37088,WAP7,WR,BRCE,BRC,01-May-19
37111,WAP7,WR,BRCE,BRC,19-May-19
37112,WAP7,WR,BRCE,BRC,30-Apr-19
37113,WAP7,WR,BRCE,BRC,01-May-19
37131,WAP7,WR,BRCE,BRC,06-Jun-19
37275,WAP7,WR,BRCE,BRC,15-Dec-19
37277,WAP7,WR,BRCE,BRC,20-Dec-19
37279,WAP7,WR,BRCE,BRC,19-Dec-19
37286,WAP7,WR,BRCE,BRC,04-Jan-20
37287,WAP7,WR,BRCE,BRC,22-Dec-19
37302,WAP7,WR,BRCE,BRC,11-Jan-20
37303,WAP7,WR,BRCE,BRC,18-Jan-20
37321,WAP7,WR,BRCE,BRC,22-Feb-20
37322,WAP7,WR,BRCE,BRC,27-Feb-20
37328,WAP7,WR,BRCE,BRC,29-Feb-20
37330,WAP7,WR,BRCE,BRC,05-Jul-20
37337,WAP7,WR,BRCE,BRC,17-Mar-20
37339,WAP7,WR,BRCE,BRC,19-Mar-20
37341,WAP7,WR,BRCE,BRC,21-Mar-20
37348,WAP7,WR,BRCE,BRC,01-Jun-20
37350,WAP7,WR,BRCE,BRC,05-Jul-20
37352,WAP7,WR,BRCE,BRC,25-Jun-20
37353,WAP7,WR,BRCE,BRC,20-Aug-20
37354,WAP7,WR,BRCE,BRC,25-Jun-20
37385,WAP7,WR,BRCE,BRC,13-Aug-20
37396,WAP7,WR,BRCE,BRC,24-Aug-20
37397,WAP7,WR,BRCE,BRC,28-Aug-20
37398,WAP7,WR,BRCE,BRC,23-Aug-20
37399,WAP7,WR,BRCE,BRC,23-Aug-20
37402,WAP7,WR,BRCE,BRC,23-Aug-20
37424,WAP7,WR,BRCE,BRC,11-Sep-20
37425,WAP7,WR,BRCE,BRC,25-Sep-20
37470,WAP7,WR,BRCE,BRC,02-Jan-21
37471,WAP7,WR,BRCE,BRC,16-Jan-21
37478,WAP7,WR,BRCE,BRC,31-Dec-20
37489,WAP7,WR,BRCE,BRC,31-Dec-20
37490,WAP7,WR,BRCE,BRC,31-Dec-20
37491,WAP7,WR,BRCE,BRC,01-Feb-21
37492,WAP7,WR,BRCE,BRC,31-Dec-20
37493,WAP7,WR,BRCE,BRC,31-Dec-20
37503,WAP7,WR,BRCE,BRC,11-Jan-21
37504,WAP7,WR,BRCE,BRC,06-Jan-21
37505,WAP7,WR,BRCE,BRC,28-Feb-21
37506,WAP7,WR,BRCE,BRC,24-Jan-21
