LOCO ,TYPE OF LOCO,ZONE,BASE SHED,DIVISION,DATE OF COMMENCEMENT
31742,WAG9H,SCR,KZJL,SC,29-Aug-16
31785,WAG9H,SCR,KZJL,SC,01-Jul-17
31835,WAG9H,SCR,KZJL,SC,14-Jun-17
31867,WAG9H,SCR,KZJL,SC,03-Jun-17
31868,WAG9H,SCR,KZJL,SC,03-May-17
31874,WAG9H,SCR,KZJL,SC,03-Jul-17
31875,WAG9H,SCR,KZJL,SC,11-Apr-17
31910,WAG9H,SCR,KZJL,SC,01-Sep-17
31911,WAG9H,SCR,KZJL,SC,05-Oct-17
31916,WAG9H,SCR,KZJL,SC,08-Jul-17
31917,WAG9H,SCR,KZJL,SC,03-May-17
31969,WAG9H,SCR,KZJL,SC,31-Jan-18
31977,WAG9H,SCR,KZJL,SC,31-Dec-17
32012,WAG9H,SCR,KZJL,SC,30-Nov-17
32033,WAG9H,SCR,KZJL,SC,30-Nov-17
32038,WAG9H,SCR,KZJL,SC,31-Dec-17
32128,WAG9H,SCR,KZJL,SC,31-May-18
32129,WAG9H,SCR,KZJL,SC,31-May-18
32275,WAG9H,SCR,KZJL,SC,31-Jan-19
32326,WAG9H,SCR,KZJL,SC,28-Feb-19
32328,WAG9H,SCR,KZJL,SC,10-Mar-19
32364,WAG9H,SCR,KZJL,SC,30-Apr-19
32366,WAG9H,SCR,KZJL,SC,30-Apr-19
32411,WAG9H,SCR,KZJL,SC,30-Apr-19
32462,WAG9H,SCR,KZJL,SC,31-Jul-19
32464,WAG9H,SCR,KZJL,SC,31-Jul-19
32643,WAG9H,SCR,KZJL,SC,31-Jan-20
32657,WAG9H,SCR,KZJL,SC,31-Jan-20
32721,WAG9H,SCR,KZJL,SC,31-Mar-20
33038,WAG9H,SCR,KZJL,SC,31-Mar-21
33039,WAG9H,SCR,KZJL,SC,31-Mar-21
33040,WAG9H,SCR,KZJL,SC,31-Mar-21
33357,WAG9H,SCR,KZJL,SC,14-Feb-22
33449,WAG9H,SCR,KZJL,SC,31-May-22
33460,WAG9H,SCR,KZJL,SC,22-May-22
33464,WAG9H,SCR,KZJL,SC,31-Mar-22
33511,WAG9H,SCR,KZJL,SC,25-Apr-22
33549,WAG9H,SCR,KZJL,SC,31-Mar-22
33550,WAG9H,SCR,KZJL,SC,31-Mar-22
33557,WAG9H,SCR,KZJL,SC,22-May-22
33599,WAG9H,SCR,KZJL,SC,31-Jul-22
33602,WAG9H,SCR,KZJL,SC,10-Jul-22
33609,WAG9H,SCR,KZJL,SC,31-Aug-22
33662,WAG9H,SCR,KZJL,SC,31-Aug-22
33663,WAG9H,SCR,KZJL,SC,31-Aug-22
33664,WAG9H,SCR,KZJL,SC,13-Sep-22
33803,WAG9H,SCR,KZJL,SC,31-Dec-22
33804,WAG9H,SCR,KZJL,SC,11-Jan-23
33889,WAG9H,SCR,KZJL,SC,30-Apr-23
33893,WAG9H,SCR,KZJL,SC,30-Apr-23
33895,WAG9H,SCR,KZJL,SC,30-Apr-23
33998,WAG9H,SCR,KZJL,SC,30-Apr-23
34003,WAG9H,SCR,KZJL,SC,02-Jan-19
34004,WAG9H,SCR,KZJL,SC,01-Feb-19
34005,WAG9H,SCR,KZJL,SC,08-Mar-19
34006,WAG9H,SCR,KZJL,SC,01-May-19
34007,WAG9H,SCR,KZJL,SC,01-May-19
34008,WAG9H,SCR,KZJL,SC,01-Oct-19
34009,WAG9H,SCR,KZJL,SC,20-Apr-19
34010,WAG9H,SCR,KZJL,SC,08-Apr-19
34036,WAG9H,SCR,KZJL,SC,20-Jan-21
34037,WAG9H,SCR,KZJL,SC,23-Feb-21
34038,WAG9H,SCR,KZJL,SC,23-Feb-21
34039,WAG9H,SCR,KZJL,SC,25-Feb-21
34040,WAG9H,SCR,KZJL,SC,20-Jun-21
34041,WAG9H,SCR,KZJL,SC,14-Apr-21
34042,WAG9H,SCR,KZJL,SC,11-Sep-21
34043,WAG9H,SCR,KZJL,SC,28-Feb-21
34098,WAG9H,SCR,KZJL,SC,31-Oct-22
34099,WAG9H,SCR,KZJL,SC,31-Aug-22
34101,WAG9H,SCR,KZJL,SC,01-Dec-22
34104,WAG9H,SCR,KZJL,SC,21-Sep-22
34105,WAG9H,SCR,KZJL,SC,28-Feb-23
34106,WAG9H,SCR,KZJL,SC,31-May-23
34107,WAG9H,SCR,KZJL,SC,30-Jun-23
34108,WAG9H,SCR,KZJL,SC,17-Jul-23
34109,WAG9H,SCR,KZJL,SC,31-Jul-23
34110,WAG9H,SCR,KZJL,SC,31-Aug-23
34121,WAG9H,SCR,KZJL,SC,31-Dec-23
34122,WAG9H,SCR,KZJL,SC,28-Jan-24
34123,WAG9H,SCR,KZJL,SC,18-Feb-24
34124,WAG9H,SCR,KZJL,SC,29-Feb-24
34125,WAG9H,SCR,KZJL,SC,31-Mar-24
34126,WAG9H,SCR,KZJL,SC,07-Jun-24
34127,WAG9H,SCR,KZJL,SC,18-Jul-24
38000,WAG9H,SCR,KZJL,SC,31-May-23
38010,WAG9H,SCR,KZJL,SC,30-Apr-23
38015,WAG9H,SCR,KZJL,SC,31-May-23
38016,WAG9H,SCR,KZJL,SC,30-Apr-23
38111,WAG9H,SCR,KZJL,SC,31-Oct-23
38117,WAG9H,SCR,KZJL,SC,30-Apr-23
38124,WAG9H,SCR,KZJL,SC,31-May-23
38181,WAG9H,SCR,KZJL,SC,30-Nov-23
38182,WAG9H,SCR,KZJL,SC,30-Nov-23
38185,WAG9H,SCR,KZJL,SC,18-Nov-23
38187,WAG9H,SCR,KZJL,SC,18-Nov-23
38188,WAG9H,SCR,KZJL,SC,31-Oct-23
38190,WAG9H,SCR,KZJL,SC,28-Jan-24
38192,WAG9H,SCR,KZJL,SC,16-Dec-23
38245,WAG9H,SCR,KZJL,SC,18-Nov-23
38246,WAG9H,SCR,KZJL,SC,16-Dec-23
38247,WAG9H,SCR,KZJL,SC,30-Nov-23
38248,WAG9H,SCR,KZJL,SC,31-Dec-23
38278,WAG9H,SCR,KZJL,SC,30-Nov-23
38280,WAG9H,SCR,KZJL,SC,31-Oct-23
38285,WAG9H,SCR,KZJL,SC,31-Oct-23
38288,WAG9H,SCR,KZJL,SC,31-Oct-23
38391,WAG9H,SCR,KZJL,SC,18-Nov-23
41013,WAG9H,SCR,KZJL,SC,31-Oct-19
41015,WAG9H,SCR,KZJL,SC,31-Oct-19
41019,WAG9H,SCR,KZJL,SC,31-Jan-20
41097,WAG9H,SCR,KZJL,SC,23-Feb-21
41351,WAG9H,SCR,KZJL,SC,14-Feb-22
41352,WAG9H,SCR,KZJL,SC,01-Mar-22
41353,WAG9H,SCR,KZJL,SC,14-Feb-22
41360,WAG9H,SCR,KZJL,SC,14-Feb-22
41361,WAG9H,SCR,KZJL,SC,14-Feb-22
41368,WAG9H,SCR,KZJL,SC,31-Mar-22
41369,WAG9H,SCR,KZJL,SC,27-Feb-22
41374,WAG9H,SCR,KZJL,SC,31-Mar-22
41402,WAG9H,SCR,KZJL,SC,23-Mar-22
41403,WAG9H,SCR,KZJL,SC,31-Mar-22
41404,WAG9H,SCR,KZJL,SC,31-Mar-22
41405,WAG9H,SCR,KZJL,SC,31-May-22
41859,WAG9H,SCR,KZJL,SC,30-Jun-24
41861,WAG9H,SCR,KZJL,SC,22-Jun-24
41865,WAG9H,SCR,KZJL,SC,16-Jul-24
41885,WAG9H,SCR,KZJL,SC,29-Jul-24
43077,WAG9H,SCR,KZJL,SC,31-Oct-22
43642,WAG9H,SCR,KZJL,SC,13-Apr-24
43643,WAG9H,SCR,KZJL,SC,08-May-24
43646,WAG9H,SCR,KZJL,SC,20-Apr-24
43647,WAG9H,SCR,KZJL,SC,31-Mar-24
43669,WAG9H,SCR,KZJL,SC,16-May-24
43670,WAG9H,SCR,KZJL,SC,16-May-24
43675,WAG9H,SCR,KZJL,SC,16-May-24
43676,WAG9H,SCR,KZJL,SC,25-May-24
43677,WAG9H,SCR,KZJL,SC,30-Jun-24
43692,WAG9H,SCR,KZJL,SC,31-May-24
43711,WAG9H,SCR,KZJL,SC,16-Jul-24
43712,WAG9H,SCR,KZJL,SC,29-Jul-24
30237,WAP7,SCR,LGDE,SC,02-Dec-08
30238,WAP7,SCR,LGDE,SC,29-Dec-08
30239,WAP7,SCR,LGDE,SC,28-Jan-09
30240,WAP7,SCR,LGDE,SC,28-Jan-09
30250,WAP7,SCR,LGDE,SC,10-Jun-09
30253,WAP7,SCR,LGDE,SC,30-Jun-09
30258,WAP7,SCR,LGDE,SC,30-Sep-09
30259,WAP7,SCR,LGDE,SC,30-Oct-09
30260,WAP7,SCR,LGDE,SC,17-Nov-09
30261,WAP7,SCR,LGDE,SC,16-Nov-09
30262,WAP7,SCR,LGDE,SC,30-Nov-09
30271,WAP7,SCR,LGDE,SC,31-Mar-10
30272,WAP7,SCR,LGDE,SC,07-Apr-10
30273,WAP7,SCR,LGDE,SC,20-Apr-10
30274,WAP7,SCR,LGDE,SC,30-Apr-10
30275,WAP7,SCR,LGDE,SC,21-May-10
30276,WAP7,SCR,LGDE,SC,31-May-10
30286,WAP7,SCR,LGDE,SC,10-Feb-11
30287,WAP7,SCR,LGDE,SC,21-Mar-11
30288,WAP7,SCR,LGDE,SC,29-Mar-11
30289,WAP7,SCR,LGDE,SC,07-Apr-11
30290,WAP7,SCR,LGDE,SC,07-Apr-11
30297,WAP7,SCR,LGDE,SC,13-Jan-12
30298,WAP7,SCR,LGDE,SC,30-Aug-11
30299,WAP7,SCR,LGDE,SC,26-Aug-11
30306,WAP7,SCR,LGDE,SC,28-Jan-12
30307,WAP7,SCR,LGDE,SC,30-Jan-12
30309,WAP7,SCR,LGDE,SC,25-May-12
30312,WAP7,SCR,LGDE,SC,30-Mar-12
30313,WAP7,SCR,LGDE,SC,13-Aug-12
30314,WAP7,SCR,LGDE,SC,29-Jul-12
30316,WAP7,SCR,LGDE,SC,14-Aug-12
30317,WAP7,SCR,LGDE,SC,28-Sep-12
30318,WAP7,SCR,LGDE,SC,12-Oct-12
30324,WAP7,SCR,LGDE,SC,07-Dec-12
30325,WAP7,SCR,LGDE,SC,15-Nov-12
30326,WAP7,SCR,LGDE,SC,21-Dec-12
30337,WAP7,SCR,LGDE,SC,05-Mar-13
30338,WAP7,SCR,LGDE,SC,15-Mar-13
30345,WAP7,SCR,LGDE,SC,19-Apr-13
30405,WAP7,SCR,LGDE,SC,08-Nov-14
30407,WAP7,SCR,LGDE,SC,29-Jan-15
30415,WAP7,SCR,LGDE,SC,24-Mar-15
30418,WAP7,SCR,LGDE,SC,21-Apr-15
30425,WAP7,SCR,LGDE,SC,31-May-15
30427,WAP7,SCR,LGDE,SC,09-Jul-15
30430,WAP7,SCR,LGDE,SC,05-Aug-15
30433,WAP7,SCR,LGDE,SC,29-Nov-15
30437,WAP7,SCR,LGDE,SC,26-Jan-16
30439,WAP7,SCR,LGDE,SC,31-Jan-16
30441,WAP7,SCR,LGDE,SC,29-Jan-16
30448,WAP7,SCR,LGDE,SC,16-Feb-16
30450,WAP7,SCR,LGDE,SC,21-Feb-16
30452,WAP7,SCR,LGDE,SC,23-Mar-16
30559,WAP7,SCR,LGDE,SC,30-Jun-17
30560,WAP7,SCR,LGDE,SC,31-Jul-17
30563,WAP7,SCR,LGDE,SC,31-Aug-17
30565,WAP7,SCR,LGDE,SC,01-Sep-17
30571,WAP7,SCR,LGDE,SC,31-Aug-17
30572,WAP7,SCR,LGDE,SC,31-Aug-17
30576,WAP7,SCR,LGDE,SC,14-Feb-18
30582,WAP7,SCR,LGDE,SC,31-Oct-17
30583,WAP7,SCR,LGDE,SC,30-Nov-17
30587,WAP7,SCR,LGDE,SC,31-Oct-17
30595,WAP7,SCR,LGDE,SC,31-Dec-17
30596,WAP7,SCR,LGDE,SC,30-Nov-17
30603,WAP7,SCR,LGDE,SC,31-Dec-17
30611,WAP7,SCR,LGDE,SC,31-Dec-17
30632,WAP7,SCR,LGDE,SC,28-Apr-18
30648,WAP7,SCR,LGDE,SC,03-Apr-18
30655,WAP7,SCR,LGDE,SC,21-Apr-18
30656,WAP7,SCR,LGDE,SC,04-May-18
30659,WAP7,SCR,LGDE,SC,30-Jun-18
30660,WAP7,SCR,LGDE,SC,11-Apr-18
30664,WAP7,SCR,LGDE,SC,30-Jun-18
30667,WAP7,SCR,LGDE,SC,21-Apr-18
30685,WAP7,SCR,LGDE,SC,18-Apr-18
30691,WAP7,SCR,LGDE,SC,30-Sep-18
30713,WAP7,SCR,LGDE,SC,31-Aug-18
30718,WAP7,SCR,LGDE,SC,30-Oct-18
30724,WAP7,SCR,LGDE,SC,30-Nov-18
30727,WAP7,SCR,LGDE,SC,31-Dec-18
30774,WAP7,SCR,LGDE,SC,31-Oct-19
30778,WAP7,SCR,LGDE,SC,31-Oct-19
30825,WAP7,SCR,LGDE,SC,30-Nov-21
30826,WAP7,SCR,LGDE,SC,30-Nov-21
31120,WAG9,SCR,LGDE,SC,01-May-07
31121,WAG9,SCR,LGDE,SC,01-Jun-07
31123,WAG9H,SCR,LGDE,SC,01-Oct-07
31124,WAG9H,SCR,LGDE,SC,01-Jul-07
31125,WAG9,SCR,LGDE,SC,01-Aug-07
31126,WAG9,SCR,LGDE,SC,01-Aug-07
31127,WAG9H,SCR,LGDE,SC,01-Aug-07
31128,WAG9,SCR,LGDE,SC,01-Sep-07
31129,WAG9,SCR,LGDE,SC,01-Sep-07
31130,WAG9,SCR,LGDE,SC,01-Sep-07
31131,WAG9,SCR,LGDE,SC,01-Sep-07
31132,WAG9,SCR,LGDE,SC,13-Dec-07
31133,WAG9H,SCR,LGDE,SC,12-Nov-07
31134,WAG9H,SCR,LGDE,SC,13-Dec-07
31135,WAG9,SCR,LGDE,SC,01-Sep-07
31136,WAG9H,SCR,LGDE,SC,22-Sep-07
31137,WAG9H,SCR,LGDE,SC,12-Nov-07
31138,WAG9H,SCR,LGDE,SC,01-Oct-07
31139,WAG9H,SCR,LGDE,SC,10-Oct-07
31140,WAG9,SCR,LGDE,SC,07-Jul-08
31141,WAG9H,SCR,LGDE,SC,01-Dec-07
31142,WAG9,SCR,LGDE,SC,01-Jan-08
31143,WAG9H,SCR,LGDE,SC,01-Dec-07
31144,WAG9H,SCR,LGDE,SC,01-Dec-07
31145,WAG9H,SCR,LGDE,SC,01-Dec-07
31146,WAG9H,SCR,LGDE,SC,01-Jan-08
31147,WAG9H,SCR,LGDE,SC,01-Jan-08
31149,WAG9,SCR,LGDE,SC,07-Jan-08
31151,WAG9H,SCR,LGDE,SC,28-Feb-08
31152,WAG9,SCR,LGDE,SC,11-Feb-08
31153,WAG9,SCR,LGDE,SC,11-Feb-08
31154,WAG9H,SCR,LGDE,SC,26-Feb-08
31155,WAG9,SCR,LGDE,SC,26-Feb-08
31156,WAG9,SCR,LGDE,SC,14-Mar-08
31157,WAG9,SCR,LGDE,SC,20-May-08
31158,WAG9,SCR,LGDE,SC,29-Apr-08
31159,WAG9,SCR,LGDE,SC,20-May-08
31161,WAG9H,SCR,LGDE,SC,29-Apr-08
31162,WAG9,SCR,LGDE,SC,20-May-08
31163,WAG9,SCR,LGDE,SC,20-May-08
31164,WAG9,SCR,LGDE,SC,28-Jun-08
31165,WAG9H,SCR,LGDE,SC,07-Jul-08
31166,WAG9,SCR,LGDE,SC,28-Jul-08
31167,WAG9,SCR,LGDE,SC,28-Jul-08
31168,WAG9,SCR,LGDE,SC,07-Jul-08
31169,WAG9,SCR,LGDE,SC,28-Jun-08
31171,WAG9,SCR,LGDE,SC,28-Jul-08
31172,WAG9,SCR,LGDE,SC,29-Oct-08
31173,WAG9,SCR,LGDE,SC,11-Aug-08
31174,WAG9,SCR,LGDE,SC,21-Aug-08
31175,WAG9,SCR,LGDE,SC,04-Sep-08
31176,WAG9,SCR,LGDE,SC,07-Nov-08
31177,WAG9,SCR,LGDE,SC,21-Sep-08
31178,WAG9,SCR,LGDE,SC,08-Oct-08
31179,WAG9,SCR,LGDE,SC,28-Nov-08
31180,WAG9,SCR,LGDE,SC,29-Oct-08
31189,WAG9,SCR,LGDE,SC,15-Dec-08
31190,WAG9,SCR,LGDE,SC,28-Nov-08
31191,WAG9,SCR,LGDE,SC,29-Dec-08
31231,WAG9,SCR,LGDE,SC,31-Dec-09
31232,WAG9,SCR,LGDE,SC,25-Jan-10
31233,WAG9,SCR,LGDE,SC,24-Jan-10
31235,WAG9,SCR,LGDE,SC,24-Feb-10
31236,WAG9,SCR,LGDE,SC,24-Feb-10
31237,WAG9,SCR,LGDE,SC,30-Apr-10
31238,WAG9,SCR,LGDE,SC,13-May-10
31249,WAG9,SCR,LGDE,SC,31-Aug-10
31250,WAG9,SCR,LGDE,SC,17-Aug-10
31251,WAG9,SCR,LGDE,SC,17-Aug-10
31252,WAG9,SCR,LGDE,SC,30-Sep-10
31253,WAG9,SCR,LGDE,SC,30-Jul-10
31295,WAG9H,SCR,LGDE,SC,28-Oct-11
31440,WAG9H,SCR,LGDE,SC,30-Nov-13
31441,WAG9H,SCR,LGDE,SC,28-Nov-13
31442,WAG9H,SCR,LGDE,SC,15-Dec-13
31444,WAG9H,SCR,LGDE,SC,29-Nov-13
31446,WAG9H,SCR,LGDE,SC,07-Dec-13
31447,WAG9H,SCR,LGDE,SC,03-Dec-13
31448,WAG9H,SCR,LGDE,SC,19-Jan-14
31570,WAG9H,SCR,LGDE,SC,31-May-15
31618,WAG9H,SCR,LGDE,SC,30-Apr-15
32350,WAG9H,SCR,LGDE,SC,31-Mar-19
32417,WAG9H,SCR,LGDE,SC,31-May-19
32628,WAG9H,SCR,LGDE,SC,31-Mar-20
32631,WAG9H,SCR,LGDE,SC,31-May-20
32659,WAG9H,SCR,LGDE,SC,31-Mar-20
32722,WAG9H,SCR,LGDE,SC,31-Mar-20
32918,WAG9H,SCR,LGDE,SC,08-Nov-20
32919,WAG9H,SCR,LGDE,SC,31-Oct-20
32925,WAG9H,SCR,LGDE,SC,30-Nov-20
32926,WAG9H,SCR,LGDE,SC,30-Nov-20
32929,WAG9H,SCR,LGDE,SC,30-Nov-20
33355,WAG9H,SCR,LGDE,SC,31-Dec-21
33383,WAG9H,SCR,LGDE,SC,31-Dec-21
37013,WAP7,SCR,LGDE,SC,15-Oct-18
37062,WAP7,SCR,LGDE,SC,31-Jan-19
37084,WAP7,SCR,LGDE,SC,30-Apr-19
37085,WAP7,SCR,LGDE,SC,31-May-19
37307,WAP7,SCR,LGDE,SC,29-Feb-20
37309,WAP7,SCR,LGDE,SC,29-Feb-20
37346,WAP7,SCR,LGDE,SC,31-May-20
37363,WAP7,SCR,LGDE,SC,20-Jul-20
37364,WAP7,SCR,LGDE,SC,20-Jul-20
37375,WAP7,SCR,LGDE,SC,31-Aug-20
37376,WAP7,SCR,LGDE,SC,31-Aug-20
37441,WAP7,SCR,LGDE,SC,31-Oct-20
37442,WAP7,SCR,LGDE,SC,31-Oct-20
37460,WAP7,SCR,LGDE,SC,31-Dec-20
37461,WAP7,SCR,LGDE,SC,31-Dec-20
37473,WAP7,SCR,LGDE,SC,31-Dec-20
37474,WAP7,SCR,LGDE,SC,31-Jan-21
37477,WAP7,SCR,LGDE,SC,31-Jan-21
37538,WAP7,SCR,LGDE,SC,24-Mar-21
37540,WAP7,SCR,LGDE,SC,28-Feb-21
37598,WAP7,SCR,LGDE,SC,28-Feb-23
37626,WAP7,SCR,LGDE,SC,13-Jan-24
37627,WAP7,SCR,LGDE,SC,31-Dec-23
37637,WAP7,SCR,LGDE,SC,31-Dec-23
37638,WAP7,SCR,LGDE,SC,05-Feb-24
37658,WAP7,SCR,LGDE,SC,29-Feb-24
37663,WAP7,SCR,LGDE,SC,29-Feb-24
37664,WAP7,SCR,LGDE,SC,31-Mar-24
37665,WAP7,SCR,LGDE,SC,31-Mar-24
37705,WAP7,SCR,LGDE,SC,30-Apr-24
37710,WAP7,SCR,LGDE,SC,30-Jun-24
38077,WAG9H,SCR,LGDE,SC,31-Aug-23
38189,WAG9H,SCR,LGDE,SC,18-Nov-23
38221,WAG9H,SCR,LGDE,SC,31-Aug-23
38536,WAG9H,SCR,LGDE,SC,31-Jul-24
38576,WAG9H,SCR,LGDE,SC,29-Jul-24
38587,WAG9H,SCR,LGDE,SC,31-Jul-24
38598,WAG9H,SCR,LGDE,SC,30-Jun-24
39019,WAP7,SCR,LGDE,SC,28-Feb-19
39118,WAP7,SCR,LGDE,SC,31-Jan-20
39120,WAP7,SCR,LGDE,SC,31-Jan-20
39147,WAP7,SCR,LGDE,SC,31-Aug-20
39148,WAP7,SCR,LGDE,SC,31-Aug-20
39149,WAP7,SCR,LGDE,SC,30-Nov-20
39204,WAP7,SCR,LGDE,SC,31-Dec-22
39245,WAP7,SCR,LGDE,SC,31-May-23
39246,WAP7,SCR,LGDE,SC,16-May-23
39247,WAP7,SCR,LGDE,SC,10-Apr-23
39248,WAP7,SCR,LGDE,SC,31-May-23
39261,WAP7,SCR,LGDE,SC,31-Oct-23
39264,WAP7,SCR,LGDE,SC,31-Oct-23
39266,WAP7,SCR,LGDE,SC,31-Oct-23
39267,WAP7,SCR,LGDE,SC,31-Oct-23
39269,WAP7,SCR,LGDE,SC,31-Oct-23
39271,WAP7,SCR,LGDE,SC,15-Feb-24
39273,WAP7,SCR,LGDE,SC,30-Nov-23
39275,WAP7,SCR,LGDE,SC,30-Nov-23
39280,WAP7,SCR,LGDE,SC,31-Dec-23
39292,WAP7,SCR,LGDE,SC,10-Jan-24
39295,WAP7,SCR,LGDE,SC,09-Jan-24
39299,WAP7,SCR,LGDE,SC,31-Jan-24
39302,WAP7,SCR,LGDE,SC,25-Jan-24
39317,WAP7,SCR,LGDE,SC,29-Feb-24
39322,WAP7,SCR,LGDE,SC,29-Feb-24
39325,WAP7,SCR,LGDE,SC,19-Mar-24
39337,WAP7,SCR,LGDE,SC,30-Apr-24
39359,WAP7,SCR,LGDE,SC,31-May-24
39360,WAP7,SCR,LGDE,SC,31-May-24
39362,WAP7,SCR,LGDE,SC,23-Jun-24
39363,WAP7,SCR,LGDE,SC,30-Jun-24
41008,WAG9H,SCR,LGDE,SC,30-Sep-19
41010,WAG9H,SCR,LGDE,SC,30-Sep-19
41012,WAG9H,SCR,LGDE,SC,30-Sep-19
41014,WAG9H,SCR,LGDE,SC,30-Nov-19
41016,WAG9H,SCR,LGDE,SC,29-Feb-20
41020,WAG9H,SCR,LGDE,SC,31-Dec-19
41021,WAG9H,SCR,LGDE,SC,29-Feb-20
41022,WAG9H,SCR,LGDE,SC,24-Jan-20
41078,WAG9H,SCR,LGDE,SC,28-Feb-21
41108,WAG9H,SCR,LGDE,SC,24-Mar-21
41230,WAG9H,SCR,LGDE,SC,31-Oct-21
41439,WAG9H,SCR,LGDE,SC,30-Jun-22
41440,WAG9H,SCR,LGDE,SC,31-May-22
41500,WAG9H,SCR,LGDE,SC,31-Aug-22
41584,WAG9H,SCR,LGDE,SC,28-Feb-22
41585,WAG9H,SCR,LGDE,SC,28-Feb-22
41586,WAG9H,SCR,LGDE,SC,28-Feb-22
41880,WAG9H,SCR,LGDE,SC,16-Jul-24
43000,WAG9H,SCR,LGDE,SC,30-Jun-22
43095,WAG9H,SCR,LGDE,SC,31-Mar-23
43096,WAG9H,SCR,LGDE,SC,30-Nov-22
43195,WAG9H,SCR,LGDE,SC,13-Jul-23
43214,WAG9H,SCR,LGDE,SC,28-Feb-23
43215,WAG9H,SCR,LGDE,SC,31-Mar-23
43216,WAG9H,SCR,LGDE,SC,30-Jun-23
43424,WAG9H,SCR,LGDE,SC,14-Sep-23
43425,WAG9H,SCR,LGDE,SC,14-Sep-23
43426,WAG9H,SCR,LGDE,SC,31-Aug-23
43430,WAG9H,SCR,LGDE,SC,14-Sep-23
38153,WAG9H,SCR,MLYD,SC,20-Oct-23
38154,WAG9H,SCR,MLYD,SC,30-Sep-23
38157,WAG9H,SCR,MLYD,SC,31-Oct-23
38159,WAG9H,SCR,MLYD,SC,30-Nov-23
38162,WAG9H,SCR,MLYD,SC,31-Oct-23
38250,WAG9H,SCR,MLYD,SC,31-Dec-23
38251,WAG9H,SCR,MLYD,SC,16-Dec-23
38254,WAG9H,SCR,MLYD,SC,30-Nov-23
38255,WAG9H,SCR,MLYD,SC,31-Mar-24
38260,WAG9H,SCR,MLYD,SC,31-Dec-23
38283,WAG9H,SCR,MLYD,SC,28-Jan-24
38294,WAG9H,SCR,MLYD,SC,30-Nov-23
38296,WAG9H,SCR,MLYD,SC,30-Nov-23
38374,WAG9H,SCR,MLYD,SC,19-May-24
38381,WAG9H,SCR,MLYD,SC,20-Apr-24
38384,WAG9H,SCR,MLYD,SC,18-Jul-24
38389,WAG9H,SCR,MLYD,SC,24-Jan-24
38439,WAG9H,SCR,MLYD,SC,31-Mar-24
38446,WAG9H,SCR,MLYD,SC,30-Apr-24
38471,WAG9H,SCR,MLYD,SC,31-Mar-24
38472,WAG9H,SCR,MLYD,SC,30-Apr-24
38473,WAG9H,SCR,MLYD,SC,20-Apr-24
38476,WAG9H,SCR,MLYD,SC,30-Apr-24
38477,WAG9H,SCR,MLYD,SC,20-Apr-24
38478,WAG9H,SCR,MLYD,SC,20-Apr-24
38479,WAG9H,SCR,MLYD,SC,30-Apr-24
38481,WAG9H,SCR,MLYD,SC,31-Jul-24
38482,WAG9H,SCR,MLYD,SC,30-Apr-24
38483,WAG9H,SCR,MLYD,SC,31-May-24
38485,WAG9H,SCR,MLYD,SC,30-Apr-24
38493,WAG9H,SCR,MLYD,SC,31-Mar-24
38496,WAG9H,SCR,MLYD,SC,19-May-24
38499,WAG9H,SCR,MLYD,SC,30-Apr-24
38508,WAG9H,SCR,MLYD,SC,30-Jun-24
38548,WAG9H,SCR,MLYD,SC,30-Apr-24
38573,WAG9H,SCR,MLYD,SC,31-May-24
41856,WAG9H,SCR,MLYD,SC,31-May-24
30385,WAP7,SECR,BIAE,R,01-Jul-14
30386,WAP7,SECR,BIAE,R,04-Jul-14
30387,WAP7,SECR,BIAE,R,01-Jul-14
30388,WAP7,SECR,BIAE,R,19-Sep-14
30435,WAP7,SECR,BIAE,R,16-Nov-15
30438,WAP7,SECR,BIAE,R,18-Nov-15
31201,WAG9H,SECR,BIAE,R,11-Feb-09
31204,WAG9H,SECR,BIAE,R,21-Mar-09
31205,WAG9H,SECR,BIAE,R,24-May-09
31206,WAG9H,SECR,BIAE,R,28-Apr-09
31279,WAG9H,SECR,BIAE,R,12-Jun-10
31283,WAG9H,SECR,BIAE,R,10-Jan-11
31285,WAG9H,SECR,BIAE,R,24-Feb-11
31287,WAG9H,SECR,BIAE,R,01-Mar-11
31288,WAG9H,SECR,BIAE,R,14-Mar-11
31289,WAG9H,SECR,BIAE,R,11-Mar-11
31290,WAG9H,SECR,BIAE,R,12-Mar-11
31291,WAG9H,SECR,BIAE,R,29-Sep-11
31292,WAG9H,SECR,BIAE,R,24-Mar-11
31293,WAG9H,SECR,BIAE,R,04-Aug-11
31294,WAG9H,SECR,BIAE,R,18-May-11
31301,WAG9H,SECR,BIAE,R,02-Jul-11
31302,WAG9H,SECR,BIAE,R,02-Jul-11
31303,WAG9H,SECR,BIAE,R,07-Aug-11
31304,WAG9H,SECR,BIAE,R,25-Jul-11
31305,WAG9H,SECR,BIAE,R,08-Sep-11
31348,WAG9H,SECR,BIAE,R,15-Sep-12
31349,WAG9H,SECR,BIAE,R,19-Jul-12
31354,WAG9H,SECR,BIAE,R,11-Nov-12
31355,WAG9H,SECR,BIAE,R,20-Sep-12
31365,WAG9H,SECR,BIAE,R,18-Feb-13
31366,WAG9H,SECR,BIAE,R,12-Dec-12
31367,WAG9H,SECR,BIAE,R,01-Mar-13
31368,WAG9H,SECR,BIAE,R,01-Mar-13
31371,WAG9H,SECR,BIAE,R,04-Mar-13
